id_fornecedor,razao_social,cnpj,email,telefone
36,Empresa 36 Ltda,15814399731590,forn36@gmail.com,11966599806
37,Empresa 37 Ltda,31711107694246,forn37@gmail.com,11959311586
38,Empresa 38 Ltda,72282567499669,forn38@yahoo.com.br,11927615156
39,Empresa 39 Ltda,72282567499669,forn39@yahoo.com.br,11989095795
40,Empresa 40 Ltda,98537346275224,forn40@hotmail.com,11950296000
41,Empresa 41 Ltda,31711107694246,forn41@gmail.com,11986802697
42,Empresa 42 Ltda,98537346275224,forn42@gmail.com,11995970399
43,Empresa 43 Ltda,72282567499669,forn43@yahoo.com.br,11932150241
44,Empresa 44 Ltda,77890974970405,forn44@yahoo.com.br,11956008348
45,Empresa 45 Ltda,22991230990755,forn45@gmail.com,11959807888
46,Empresa 46 Ltda,98537346275224,forn46@yahoo.com.br,11987253051
47,Empresa 47 Ltda,84993584563456,forn47@gmail.com,11960151391
48,Empresa 48 Ltda,17322309236307,forn48@gmail.com,11959807888
49,Empresa 49 Ltda,15814399731590,forn49@gmail.com,11944340432
50,Empresa 50 Ltda,84993584563456,forn50@gmail.com,11960151391
51,Empresa 51 Ltda,72282567499669,forn51@gmail.com,11927039022
52,Empresa 52 Ltda,59105026901616,forn52@yahoo.com.br,11932111077
53,Empresa 53 Ltda,15814399731590,forn53@hotmail.com,11925394836
54,Empresa 54 Ltda,59105026901616,forn54@yahoo.com.br,11919371710
55,Empresa 55 Ltda,72282567499669,forn55@hotmail.com,11986802697
56,Empresa 56 Ltda,72282567499669,forn56@gmail.com,11927615156
57,Empresa 57 Ltda,03776586174592,forn57@hotmail.com,11972787513
58,Empresa 58 Ltda,17322309236307,forn58@yahoo.com.br,11926408549
59,Empresa 59 Ltda,77890974970405,forn59@hotmail.com,11977702022
60,Empresa 60 Ltda,98537346275224,forn60@gmail.com,11918270054
61,Empresa 61 Ltda,90709818713649,forn61@gmail.com,11960230683
62,Empresa 62 Ltda,98537346275224,forn62@yahoo.com.br,11965502825
63,Empresa 63 Ltda,59105026901616,forn63@hotmail.com,11944532247
64,Empresa 64 Ltda,14226870717149,forn64@hotmail.com,11935097181
65,Empresa 65 Ltda,98537346275224,forn65@yahoo.com.br,11956008348
66,Empresa 66 Ltda,99516286428740,forn66@yahoo.com.br,11944532247
67,Empresa 67 Ltda,10498791878733,forn67@hotmail.com,11953872561
68,Empresa 68 Ltda,59105026901616,forn68@hotmail.com,11972787513
69,Empresa 69 Ltda,31711107694246,forn69@gmail.com,11932467707
70,Empresa 70 Ltda,15814399731590,forn70@hotmail.com,11987843227
71,Empresa 71 Ltda,99516286428740,forn71@gmail.com,11977702022
72,Empresa 72 Ltda,17322309236307,forn72@hotmail.com,11951345045
73,Empresa 73 Ltda,31711107694246,forn73@gmail.com,11943965146
74,Empresa 74 Ltda,84993584563456,forn74@yahoo.com.br,11941988902
75,Empresa 75 Ltda,72282567499669,forn75@hotmail.com,11935366054
76,Empresa 76 Ltda,17172257001286,forn76@gmail.com,11954837316
77,Empresa 77 Ltda,90709818713649,forn77@yahoo.com.br,11950296000
78,Empresa 78 Ltda,15814399731590,forn78@gmail.com,11911187029
79,Empresa 79 Ltda,15814399731590,forn79@yahoo.com.br,11995970399
80,Empresa 80 Ltda,72282567499669,forn80@hotmail.com,11957959801
81,Empresa 81 Ltda,84993584563456,forn81@yahoo.com.br,11954837316
82,Empresa 82 Ltda,22991230990755,forn82@hotmail.com,11988772932
83,Empresa 83 Ltda,15814399731590,forn83@gmail.com,11960230683
84,Empresa 84 Ltda,17322309236307,forn84@hotmail.com,11941988902
85,Empresa 85 Ltda,98537346275224,forn85@hotmail.com,11917662165
86,Empresa 86 Ltda,14226870717149,forn86@hotmail.com,11943190028
87,Empresa 87 Ltda,31711107694246,forn87@yahoo.com.br,11939425680
88,Empresa 88 Ltda,15814399731590,forn88@gmail.com,11919158968
89,Empresa 89 Ltda,17322309236307,forn89@hotmail.com,11935366054
90,Empresa 90 Ltda,14226870717149,forn90@hotmail.com,11974591337
91,Empresa 91 Ltda,31711107694246,forn91@hotmail.com,11939425680
92,Empresa 92 Ltda,03776586174592,forn92@hotmail.com,11935366054
93,Empresa 93 Ltda,17172257001286,forn93@gmail.com,11970724975
94,Empresa 94 Ltda,17322309236307,forn94@hotmail.com,11961094490
95,Empresa 95 Ltda,22991230990755,forn95@gmail.com,11960157947
96,Empresa 96 Ltda,99516286428740,forn96@gmail.com,11918270054
97,Empresa 97 Ltda,72282567499669,forn97@yahoo.com.br,11944532247
98,Empresa 98 Ltda,17172257001286,forn98@hotmail.com,11922015099
99,Empresa 99 Ltda,14226870717149,forn99@yahoo.com.br,11912836654
100,Empresa 100 Ltda,59105026901616,forn100@gmail.com,11961094490
101,Empresa 101 Ltda,99516286428740,forn101@gmail.com,11977038712
102,Empresa 102 Ltda,77890974970405,forn102@gmail.com,11961094490
103,Empresa 103 Ltda,99516286428740,forn103@hotmail.com,11943965146
104,Empresa 104 Ltda,72282567499669,forn104@hotmail.com,11976021176
105,Empresa 105 Ltda,72282567499669,forn105@yahoo.com.br,11979096000
106,Empresa 106 Ltda,03776586174592,forn106@gmail.com,11988772932
107,Empresa 107 Ltda,31711107694246,forn107@yahoo.com.br,11966765147
108,Empresa 108 Ltda,14226870717149,forn108@yahoo.com.br,11959807888
109,Empresa 109 Ltda,15814399731590,forn109@gmail.com,11953872561
110,Empresa 110 Ltda,15814399731590,forn110@yahoo.com.br,11954837316
111,Empresa 111 Ltda,14226870717149,forn111@gmail.com,11963878778
112,Empresa 112 Ltda,77890974970405,forn112@gmail.com,11970724975
113,Empresa 113 Ltda,14226870717149,forn113@yahoo.com.br,11960151391
114,Empresa 114 Ltda,15814399731590,forn114@yahoo.com.br,11963878778
115,Empresa 115 Ltda,59105026901616,forn115@yahoo.com.br,11960151391
116,Empresa 116 Ltda,22991230990755,forn116@yahoo.com.br,11911187029
117,Empresa 117 Ltda,72282567499669,forn117@yahoo.com.br,11951345045
118,Empresa 118 Ltda,15814399731590,forn118@yahoo.com.br,11988772932
119,Empresa 119 Ltda,77890974970405,forn119@gmail.com,11932111077
120,Empresa 120 Ltda,17172257001286,forn120@gmail.com,11989095795
121,Empresa 121 Ltda,77890974970405,forn121@yahoo.com.br,11917816403
122,Empresa 122 Ltda,84993584563456,forn122@gmail.com,11983769502
123,Empresa 123 Ltda,77890974970405,forn123@yahoo.com.br,11987241247
124,Empresa 124 Ltda,59105026901616,forn124@yahoo.com.br,11925034221
125,Empresa 125 Ltda,14226870717149,forn125@hotmail.com,11935097181
126,Empresa 126 Ltda,90709818713649,forn126@gmail.com,11965502825
127,Empresa 127 Ltda,84993584563456,forn127@gmail.com,11925394836
128,Empresa 128 Ltda,03776586174592,forn128@hotmail.com,11976021176
129,Empresa 129 Ltda,99516286428740,forn129@yahoo.com.br,11922015099
130,Empresa 130 Ltda,03776586174592,forn130@hotmail.com,11925394836
131,Empresa 131 Ltda,99516286428740,forn131@yahoo.com.br,11960230683
132,Empresa 132 Ltda,14226870717149,forn132@gmail.com,11960157947
133,Empresa 133 Ltda,98537346275224,forn133@gmail.com,11927615156
134,Empresa 134 Ltda,15814399731590,forn134@hotmail.com,11998437369
135,Empresa 135 Ltda,84993584563456,forn135@hotmail.com,11976021176
136,Empresa 136 Ltda,90709818713649,forn136@gmail.com,11927615156
137,Empresa 137 Ltda,17172257001286,forn137@gmail.com,11927615156
138,Empresa 138 Ltda,98537346275224,forn138@gmail.com,11957959801
139,Empresa 139 Ltda,17172257001286,forn139@yahoo.com.br,11919371710
140,Empresa 140 Ltda,72282567499669,forn140@hotmail.com,11926408549
141,Empresa 141 Ltda,99516286428740,forn141@yahoo.com.br,11935366054
142,Empresa 142 Ltda,17322309236307,forn142@yahoo.com.br,11960151391
143,Empresa 143 Ltda,77890974970405,forn143@hotmail.com,11974591337
144,Empresa 144 Ltda,98537346275224,forn144@hotmail.com,11932150241
145,Empresa 145 Ltda,99516286428740,forn145@hotmail.com,11951345045
146,Empresa 146 Ltda,10498791878733,forn146@yahoo.com.br,11983769502
147,Empresa 147 Ltda,72282567499669,forn147@yahoo.com.br,11957959801
148,Empresa 148 Ltda,17172257001286,forn148@yahoo.com.br,11957959801
149,Empresa 149 Ltda,98537346275224,forn149@yahoo.com.br,11979277313
150,Empresa 150 Ltda,84993584563456,forn150@yahoo.com.br,11918270054
